complaint_text,label
"Inaangkin po ng aking tiyuhin ang bahagi ng lupa na ibinigay sa aking ama bago ito pumanaw, at pinagbabantaan niya kaming palayasin sa pamamagitan ng pagpapakita ng isang lumang dokumento na wala namang legal na bisa.",Family Matters
"Nag-aaway po kami ng kapitbahay ko dahil yung pader na itinayo niya ay lumampas ng kalahating metro sa aking lote, nalaman ko ito nung nagpasurvey ako ng lupa.",Property Disputes
"Ang aking kapitbahay ay hinarangan ang nag-iisang daanan o right-of-way papunta sa aking bahay sa likod, naglagay siya ng gate at nilagyan ng posas o lock.",Property Disputes
Nagrereklamo ako dahil ang boundary line ng aming lupa ay ginalaw ng katabi namin nung nagpatayo siya ng bagong bakod habang kami ay nasa probinsya.,Property Disputes
"May lumang easement po sa gilid ng aming lote para sa patubig ng bukid, pero tinayuan ito ng kapitbahay ko ng permanenteng istraktura kaya nababara ang tubig.",Property Disputes
"Nag-away kami ng aking pinsan dahil sa hatian ng lupang pamana, sinakop niya ang pinakamagandang bahagi sa harap ng kalsada at iniwan sa akin ang sa likod.",Property Disputes
"Ang aking katabi ay nagtayo ng extension ng kanyang bubong na sumasayad na sa aking pader, at tuwing umuulan ay sa aking lupa bumabagsak ang lahat ng tubig.",Property Disputes
"Nagrereklamo ako dahil ang aming common area sa compound ay ginawang pribadong garahe at tambakan ng isang kapitbahay, hindi na kami makadaan nang maayos.",Property Disputes
"Ayaw ibigay ng dating may-ari ang posesyon ng lupang nabili ko na at may kaukulang deed of sale, patuloy pa rin silang nakatira doon nang walang bayad.",Property Disputes
"Nag-aaway kami dahil sa isang bakod na bato na nasa pagitan ng aming mga lote, sinira niya ito nang walang paalam para palawakin ang kanyang bakuran.",Property Disputes
"Ang aking kapitbahay ay nagtayo ng balkonahe sa ikalawang palapag ng kanyang bahay na nakalawit na sa ibabaw ng aking bakuran, nawalan kami ng privacy.",Property Disputes
Nagrereklamo ako dahil ang daanan ng mga tao sa aming purok ay unti-unting sinusakop ng isang residente sa pamamagitan ng paglalagay ng mga pananim at harang.,Property Disputes
"Nag-away kami ng aking kapatid dahil sa lupang binili namin nang ambagan, ayaw niyang ilagay ang pangalan ko sa titulo at sinasabi niyang sa kanya lang ito.",Property Disputes
"Ang aking katabi ay naghukay sa gilid ng aking pader para sa kanyang itatayong septic tank, natatakot ako dahil baka gumuho ang pundasyon ng aking bahay.",Property Disputes
"Nagrereklamo ako dahil ang aking lote ay ginawang tapunan ng mga debris at semento ng kontratista ng kapitbahay ko, ayaw nilang linisin pagkatapos ng gawa.",Property Disputes
"Ang right-of-way na napagkasunduan namin taon na ang nakalipas ay biglang binawi ng may-ari ng lupa sa harap, ngayon ay wala na kaming madaanan pabalik sa amin.",Property Disputes
"Nag-away kami dahil sa boundary tree o puno na nasa pagitan ng aming lupa, pinutol niya ito nang mag-isa at kinuha ang lahat ng kahoy nang hindi ako kinonsulta.",Property Disputes
Ang aking kapitbahay ay nagtayo ng isang tindahan na nakadikit sa aking bakod at gumamit ng aking pader bilang isa sa mga dingding ng kanyang establisyimento.,Property Disputes
Nagrereklamo ako dahil ang aking paupahang lote ay ayaw lisanin ng nangungupahan kahit tapos na ang kontrata at may abiso na kami na gagamitin na namin ito.,Property Disputes
"Nag-away kami ng aking pinsan dahil sa daanan ng sasakyan sa loob ng aming subdivision compound, palagi niyang hinaharangan ng kanyang mga gamit sa negosyo.",Property Disputes
"Ang aking katabi ay naglagay ng drainage pipe na nakatutok sa aking lupa, kaya tuwing naglalaba sila ay nagiging maputik at bumabaha sa aking bakuran.",Property Disputes
Nagrereklamo ako dahil ang titulo ng lupa na aking binili ay may overlap pala sa titulo ng kapitbahay ko ayon sa huling pagsusuri ng geodetic engineer.,Property Disputes
"Nag-away kami dahil sa paggamit ng shared wall sa pagitan ng aming dalawang townhouse, nagpako siya ng mga malalaking bakal na naging sanhi ng pagkakabitak ng pader ko.",Property Disputes
Ang aking kapitbahay ay nagtayo ng temporaryong tirahan para sa kanyang mga trabahador sa loob mismo ng aking bakanteng lote nang walang pahintulot ko.,Property Disputes
Nagrereklamo ako dahil ang easement ng ilog sa likod ng aming bahay ay tinambakan ng kapitbahay ko ng mga lupa at bato kaya lumilipat ang agos sa aking pader.,Property Disputes
"Nag-away kami dahil sa isang kapirasong lupa sa pagitan ng aming mga bahay na pareho naming pinagtataniman ng gulay, inaangkin niya na sa kanya daw yun.",Property Disputes
"Ang aking katabi ay naglagay ng barbed wire sa ibabaw ng aming shared fence na nakaharap sa aking bahay, napakadelikado para sa aking mga anak na naglalaro.",Property Disputes
Nagrereklamo ako dahil ang aking lupa na may tax declaration ay unt-unting pinapasukan ng mga informal settlers na pinapayagan ng aking kapitbahay.,Property Disputes
"Nag-away kami ng aking tiyuhin dahil sa boundary ng aming sakahan, tuwing mag-aararo siya ay dinadagdagan niya ang kabig ng lupa pabor sa kanyang panig.",Property Disputes
"Ang aking kapitbahay ay nagtayo ng mataas na pader na tuluyang humarang sa bintana ng aking kusina, nawalan kami ng bentilasyon at liwanag sa loob.",Property Disputes
Nagrereklamo ako dahil ang aking bakanteng lote ay ginawang paradahan ng mga truck ng isang kumpanya dito sa amin nang walang anumang kasunduan sa upa.,Property Disputes
"Nag-away kami dahil sa paggamit ng balon o poso na nasa boundary ng aming dalawang lote, ayaw niya kaming papag-fetch ng tubig kahit may ambag kami sa paggawa.",Property Disputes
"Ang aking katabi ay nagtayo ng isang carport na ang bubong ay lumampas sa aming property line, at ang tulo ng tubig ay sumisira sa aking mga halaman.",Property Disputes
Nagrereklamo ako dahil ang aking kapatid ay nagbenta ng isang bahagi ng aming shared land nang walang aking pirma at pahintulot bilang co-owner.,Property Disputes
"Nag-away kami dahil sa alulod ng bahay ng kapitbahay ko na nakatutok sa aking bintana, tuwing umuulan ay pumapasok ang wisik ng tubig sa aking sala.",Property Disputes
"Ang aking kapitbahay ay naglagay ng mga malalaking bato sa tapat ng kanyang bahay na sumakop na sa kalahati ng kalsada, nahihirapan kaming magmaniobra ng kotse.",Property Disputes
Nagrereklamo ako dahil ang aking lote na iniwan ko habang ako ay nasa abroad ay tinayuan ng permanenteng bahay ng aking pinsan nang walang pahintulot.,Property Disputes
"Nag-away kami dahil sa pagmamay-ari ng isang lumang kalsada sa loob ng aming ari-arian, pilit niyang sinasabi na ito ay pampublikong daanan na.",Property Disputes
"Ang aking katabi ay nagtayo ng kural ng kambing na nakadikit sa aking pader ng bahay, ang ihi at dumi ng hayop ay sumisipsip sa aking pader at napakabaho.",Property Disputes
Nagrereklamo ako dahil ang aking kapitbahay ay ayaw pumayag na pumasok ang mga surveyor sa kanyang lote para makuha ang tamang sukat ng aking boundary.,Property Disputes
"Nag-away kami dahil sa paggamit ng common driveway sa aming apartment compound, palagi niyang iniiwan ang kanyang sirang motorsiklo doon nang matagal.",Property Disputes
"Nagreklamo po ako dahil ang aking pinapaupahang bahay ay hindi na binabayaran ng nangungupahan sa loob ng tatlong buwan, at ayaw pa rin nilang umalis dito.",Contract Disputes
"May kasunduan kami ng isang karpintero na aayusin niya ang aming kusina sa loob ng dalawang linggo, nakuha na niya ang down payment pero hindi na nagpakita.",Contract Disputes
"Bumili ako ng appliances sa isang tindahan na may warranty, nung masira pagkalipas ng isang linggo ay ayaw nilang palitan o irepair nang libre ayon sa usapan.",Contract Disputes
"Nagbayad ako ng paunang bayad sa isang caterer para sa darating na kasal ng aking anak, kinansela nila ang event dahil sa kanila pero ayaw ibalik ang deposit ko.",Contract Disputes
"May kontrata kami ng aking landlord na hindi magtataas ng upa sa loob ng isang taon, pero pagkalipas ng anim na buwan ay bigla siyang nagdagdag ng limang daan.",Contract Disputes
"Kumuha ako ng serbisyo ng isang tricycle driver para ihatid-sundo ang aking anak sa eskwelahan buwan-buwan, bigla siyang tumigil nang walang sabi-sabi kahit bayad na.",Contract Disputes
"Nagreklamo ako laban sa isang contractor na nag-install ng aming bubong, napakapangit ng gawa at tumutulo pa rin nung umulan, ayaw naman nilang ayusin muli.",Contract Disputes
"May kasunduan kami ng aking kapitbahay na bibilhin ko ang kanyang lumang ref sa pamamagitan ng dalawang hulog, nung ibibigay ko na ang huling hulog ay binawi niya.",Contract Disputes
"Nagpa-renovate ako ng aking banyo at nagbigay ng pondo para sa mga materyales, nalaman ko na mga mumurahing klase ang ginamit at hindi yung napagkasunduan namin.",Contract Disputes
"Ang aking kontrata sa pag-upa ng puwesto sa palengke ay may deposito na dalawang buwan, nung umalis ako matapos ang kontrata ay ayaw ibalik ng may-ari ang pera.",Contract Disputes
Nag-away kami ng aking ahente sa lupa dahil hindi niya ibinigay ang aking komisyon mula sa benta ng ari-arian na ako naman ang naghanap ng direktang mamimili.,Contract Disputes
Nagreklamo ako dahil ang kinuha kong sastre para gumawa ng mga uniporme ng aking mga empleyado ay naghatid ng mga maling sukat at kulang ang bilang ng gawa.,Contract Disputes
"May kasunduan kami na babayaran niya ang paggamit ng aking sound system sa kanyang event, matapos ang okasyon ay marami siyang reklamo at ayaw ibigay ang buong bayad.",Contract Disputes
"Ang aking landlord ay biglang nagpatupad ng bagong patakaran na bawal ang bisita sa loob ng apartment, na hindi naman nakasulat sa aming pinirmahang kontrata.",Contract Disputes
"Nagbayad ako para sa pagpapadala ng aking mga balikbayan box sa probinsya, lumipas na ang dalawang buwan ay hindi pa nakakarating at ayaw mag-refund ng ahensya.",Contract Disputes
"Kumuha ako ng aircon technician para maglinis ng aming unit, matapos niyang gawin ay tuluyan nang hindi gumana ang aircon at ayaw niyang panagutan ang sira.",Contract Disputes
"May nakasulat kaming kasunduan sa pagbili ng baboy pangkumpis, nagbigay ako ng down payment pero nung araw ng katayan ay ibinenta niya sa ibang tao ang baboy.",Contract Disputes
"Nagreklamo ako dahil ang pinaupahan kong sasakyan ay ibinalik ng nangungupahan na may matinding gasgas at yupi, ayaw niyang bayaran ang pagpapagawa sa talyer.",Contract Disputes
"Nag-away kami ng aking subcontractor sa construction dahil iniwan nila ang trabaho sa kalagitnaan ng proyekto, kahit naibigay ko na ang kaukulang sahod nila.",Contract Disputes
"May kasunduan kami sa pagbili ng isang kapirasong lupa sa pamamagitan ng installment, matapos kong makumpleto ang bayad ay ayaw niyang ibigay ang deed of sale.",Contract Disputes
"Kumuha ako ng photography service para sa kaarawan ng aking anak, natapos ang event pero anim na buwan na ay ayaw pa rin nilang ibigay ang mga soft copies ng larawan.",Contract Disputes
"Nagreklamo ako laban sa aking kasosyo sa pagtatanim ng sibuyas, nagkasunduan na hahatiin ang kita pagkatapos ng ani pero sinolo niya ang pera nung makabenta.",Contract Disputes
"May kontrata kami ng pag-upa na kasama ang bayad sa tubig at kuryente, pero ngayon ay pinagbabayad pa kami ng landlord ng karagdagang singil para sa maintenance.",Contract Disputes
"Nagbayad ako ng advance para sa pagpapagawa ng gate na bakal sa isang talyer, lumampas na ang takdang araw ng deliver pero hindi pa rin nila nasisimulan ang gawa.",Contract Disputes
"Nag-away kami ng aking supplier ng bigas dahil nagpadala sila ng mga sako na may amag at sira ang kalidad, malayo sa sample na ipinakita nila sa akin noon.",Contract Disputes
"Kumuha ako ng guwardya para sa aking tindahan sa pamamagitan ng isang agency, hindi sila nagpadala ng tao sa takdang oras kaya nanakawan ang aking establisyimento.",Contract Disputes
"May kasunduan kami ng aking pinsan na aayusin niya ang aking laptop, nagbayad ako ng pambili ng piyesa pero nalaman ko na kinuha lang niya ang mga lumang piyesa ko.",Contract Disputes
"Nagreklamo ako dahil ang pinaupahan kong washing machine sa isang laundry shop ay nasira dahil sa maling paggamit, ayaw nilang bayaran ang halaga ng unit.",Contract Disputes
"May kontrata kami sa pagbili ng mga pananim na saging, nagbayad ako ng deposito pero nung panahon ng anihan ay itinaas niya ang presyo bawat kilo nang walang abiso.",Contract Disputes
"Nag-away kami ng aking mekaniko dahil nagdagdag siya ng mga kung anu-anong serbisyo at piyesa sa aking kotse nang walang pahintulot ko, tapos ang laki ng singil.",Contract Disputes
Pinasok po ng kapitbahay ko ang aking bakuran nang walang pahintulot habang ako ay nasa palengke at sinira niya ang aking mga tanim na bulaklak dahil lang sa galit.,Petty Criminal Offenses
"Sinigawan ako at pinagmumura ng aking katabi sa harap ng maraming tao sa kalsada, tinawag akong magnanakaw at manloloko nang walang anumang ebidensya.",Petty Criminal Offenses
"Binato ng anak ng kapitbahay ang aming bintana at nabasag ang salamin, nakita ng aking anak ang ginawa niya ngunit ayaw aminin at bayaran ng kanyang mga magulang.",Petty Criminal Offenses
Nagreklamo ako dahil pinagbantaan ako ng isang lalaki sa aming purok na sasaktan daw niya ako at gigibain ang aking tricycle kapag nakita niya ulit akong dumaan doon.,Petty Criminal Offenses
"Sinasadya po ng isang residente dito na harangan ang aking daanan tuwing ako ay lalabas ng bahay, tinutulak niya ako at ginugulo nang walang dahilan.",Petty Criminal Offenses
"Nagkalat ng maling kwento sa Facebook ang aking kapitbahay, sinabi niya na ako daw ay may nakakahawang sakit para layuan ako ng mga tao sa aming barangay.",Petty Criminal Offenses
"Sinira ng isang lasing ang gate ng aming bahay nung gabi ng piyesta, sinisipa niya ito nang malakas hanggang sa matanggal ang trangka at masira ang bisagra.",Petty Criminal Offenses
"Nag-away kami ng isang drayber dahil pilit niyang pinapasok ang aking pribadong lote kahit may nakasulat na 'No Trespassing', at pinagmumura pa niya ako nung sinita ko.",Petty Criminal Offenses
"Pinagbantaan po ng aking kapitbahay ang aking buhay, sinabi niya sa mga tao na papatayin niya ako kapag hindi ko binura ang reklamo ko laban sa kanya sa barangay.",Petty Criminal Offenses
"Nagreklamo ako dahil palaging tinatapon ng katabi ko ang kanilang basura sa aking bubong, nagiging sanhi ito ng pagkabara ng aking alulod at pagkasira ng yero.",Petty Criminal Offenses
Sinira ng alagang aso ng kapitbahay ang aking mga paninda sa harap ng aking sari-sari store dahil hinayaan nilang makawala kahit alam nilang agresibo ito.,Petty Criminal Offenses
Tinawag akong 'pokpok' at kung anu-anong bastos na salita ng aking hipag sa harap ng aking mga kamag-anak nung magkaroon kami ng pagtatalo tungkol sa pera.,Petty Criminal Offenses
"Binato ng mga kabataan ang aming bubong ng mga bato at bote tuwing madaling araw, natatakot ang aking pamilya na baka may masaktan sa amin sa loob ng bahay.",Petty Criminal Offenses
"Sinadya po ng aking kapitbahay na gasgasan ang aking kotse gamit ang pako habang ito ay nakapark sa labas ng aking bahay, nakita siya sa CCTV ng kapitbahay.",Petty Criminal Offenses
Pinagbantaan ng isang lalaki sa aming kalye ang aking anak na sasaksakin daw niya ito kapag nakita niya ulit na naglalakad sa tapat ng kanilang bahay.,Petty Criminal Offenses
"Nagreklamo ako dahil pumasok ang aking kapitbahay sa loob ng aking bahay nang walang paalam habang ako ay natutulog, at nag-eskandalo siya sa loob ng aking sala.",Petty Criminal Offenses
"Siniraan ako ng aking katrabaho sa aming boss, gumawa siya ng kwento na nagpapakita na ako ay nagnanakaw ng mga suplay sa opisina kaya ako ay nasuspinde.",Petty Criminal Offenses
"Binura at sinira ng kapitbahay ang aking mga pananda sa boundary ng aming lupa, binuwal niya ang mga kawayan na inilagay ko bilang harang sa aming lote.",Petty Criminal Offenses
Sinasadya ng isang grupo ng mga kalalakihan na sipulan at bastusin ang aking anak na babae tuwing siya ay uuwi galing sa paaralan sa gabi.,Petty Criminal Offenses
Nagreklamo ako dahil pinunit ng aking kapitbahay ang aking mga posters at tarpaulin para sa aking negosyo na nakapaskil sa aking sariling bakod.,Petty Criminal Offenses
Sinigawan ako ng aking landlord sa harap ng aking mga boarders at tinawag akong patay-gutom dahil lang sa nahuli ako ng tatlong araw sa pagbabayad ng upa.,Petty Criminal Offenses
Binato ng putik ng aking kapitbahay ang aking bagong pinturang pader dahil lang sa nagalit siya nung sinabihan ko siyang huwag magtapon ng basura doon.,Petty Criminal Offenses
Pinagbantaan ng aking bayaw ang aking pamilya na susunugin daw niya ang aming bahay kapag hindi namin ibinigay sa kanya ang porsyento niya sa benta ng lupa.,Petty Criminal Offenses
Pumasok ang alagang kambing ng katabi ko sa aking halamanan at kinain ang lahat ng aking mga pananim na gulay na ibinebenta ko sana sa palengke.,Petty Criminal Offenses
Sinadya po ng kapitbahay ko na putulin ang wire ng aking internet connection dahil lang sa naiinggit siya na kami lang ang may maayos na signal sa aming kalye.,Petty Criminal Offenses
"Nagreklamo ako dahil palaging nag-iwan ng mga panirang salita ang aking kapitbahay sa aking mga post sa Facebook, sinisiraan niya ang aking pamilya sa publiko.",Petty Criminal Offenses
Sinira ng isang residente ang aking paninda na tricycle sa pamamagitan ng pagbutas sa mga gulong nito habang ako ay nasa loob ng aking bahay at nagpapahinga.,Petty Criminal Offenses
Tinulak ako at pinagbantaang sasaktan ng aking kapitbahay nung sitahin ko siya dahil sa pagpaparada ng kanyang malaking sasakyan sa tapat mismo ng aking gate.,Petty Criminal Offenses
"Pumasok ang aking kapitbahay sa aking manukan at pinakawalan ang aking mga alagang manok na panabong, nawala ang tatlong piraso na nagkakahalaga ng malaki.",Petty Criminal Offenses
Sinigawan at kinaladkad ng aking tiyahin ang aking anak na minor de edad dahil lang sa napagbintangan niya itong kumuha ng kanyang mga prutas sa bakuran.,Petty Criminal Offenses
Nagreklamo ako dahil sinadya ng kapitbahay na basagin ang aming bumbilya sa labas ng bahay para maging madilim ang aming tapat at makagawa sila ng kalokohan.,Petty Criminal Offenses
"Siniraan ako ng aking kapitbahay sa aking mga pinagkakautangan, sinabi niya na ako ay tatakas na at hindi magbabayad ng aking mga obligasyon sa kanila.",Petty Criminal Offenses
"Binato ng aking kapitbahay ang aming aso ng malaking bato at nabali ang paa nito, dahil lang sa tumahol ang aso nung dumaan siya sa tapat ng aming bakod.",Petty Criminal Offenses
Pinagbantaan po ako ng isang manginginom sa aming kalye na aabangan daw niya ako sa madilim na bahagi ng eskinita kapag hindi ko siya binigyan ng pera pambili ng alak.,Petty Criminal Offenses
"Pumasok ang aking kapitbahay sa aking tindahan at nagwala, pinagtatapon ang aking mga paninda dahil lang sa hindi ko siya pinayagang mangutang muli.",Petty Criminal Offenses
"Sinadya ng katabi ko na tapunan ng maduming langis ang aking tapat ng pinto, kaya naging madulas at mapanganib para sa aking mga anak na naglalaro doon.",Petty Criminal Offenses
Tinawag akong magnanakaw ng aking kapitbahay sa gitna ng pagpupulong ng aming homeowners association nang walang anumang patunay o basehan.,Petty Criminal Offenses
Sinira ng aking kapitbahay ang aking pananda sa lupa sa pamamagitan ng pagbunot sa mga posteng semento na inilagay ng surveyor na kinuha ko.,Petty Criminal Offenses
Pinagbantaan ako ng aking pinsan na gigibain daw niya ang aking bahay gamit ang palakol kapag hindi ko binago ang aking testimonya sa barangay tungkol sa lupa.,Petty Criminal Offenses
"Pumasok ang alagang baka ng kapitbahay sa aking palayan at niyurakan ang mga bagong tanim na palay, malaki ang naging lugi ko sa nagastos sa pagtatanim.",Petty Criminal Offenses
"Yung kapitbahay po namin, laging nagtatapon ng basura sa tapat ng gate namin imbes na mag-antay ng truck. Sobrang baho na po at pinapugaran na ng langaw ang pwesto namin.",Neighbor Disputes
"Humiram po ng sampung libo si Mareng Helen para daw sa tuition ng anak niya nung isang taon. Hanggang ngayon, puro ""bukas na lang"" ang sinasabi tuwing sisingilin ko siya.",Money/Debt Disputes
Nag-aaway po ang mga kapatid ko dahil sa naiwang lumang tricycle ni Tatay. Gusto po kasi ibenta ng panganay pero ginagamit pa nung bunsong kapatid namin pampasada.,Family Matters
Sinigawan po ako at pinahiya sa harap ng maraming tao sa palengke ni Aling Susan. Tinawag niya akong magnanakaw at manggagamit kahit wala naman siyang patunay.,Petty Criminal Offenses
Yung bakod po ng katabi naming lote ay lumagpas na sa boundary namin nung nilagyan nila ng extension para sa garahe nila. Sana po mabisita ng barangay para masukat nang tama.,Property Disputes
"Nagpagawa po ako ng cabinet sa isang karpintero at nag-down na ako ng 50%. Dalawang buwan na ang nakalipas, hindi pa rin sinisimulan at ayaw na niyang ibalik ang pera ko.",Contract Disputes
"Grabe po yung ingay gabi-gabi sa katabing boarding house. Nag-iinuman sila sa labas at sumisigaw kahit lampas hatinggabi na, hindi makatapos mag-aral ang mga anak ko para sa exam.",Neighbor Disputes
"Hindi po nagbabayad ng hulog sa kinuha niyang sapatos at pabango sa akin si Janet. Sabi niya installment, pero pagkatapos ng unang bayad ay laging nagtatago na kapag dadaan ako.",Money/Debt Disputes
"Inirereklamo ko po ang tiyuhin ko dahil ayaw kaming paalisin sa maliit na bahay na pamana ni lolo, samantalang may kasunduan naman na hahatiin sa lahat ng magkakapatid ang pwesto.",Family Matters
Binasag po ng lasing na minor yung bintana ng tindahan ko kagabi matapos ko silang sawayin na huwag mag-ingay sa tapat ng bahay namin. Nakita po sila sa CCTV ng kapitbahay.,Petty Criminal Offenses
"Gusto pong harangan ng may-ari ng katabing lupa ang daanan ng tricycle namin papasok sa highway. Sabi niya pribado raw yun, pero yun lang ang kaisa-isang kalsada na kasya ang sasakyan.",Property Disputes
"Nag-arkila po sa akin ng sound system para sa kasal si Jeffrey. Tapos na ang event at nagamit naman nang maayos, pero kulang pa rin ng limang libo ang binayad niya sa akin hanggang ngayon.",Contract Disputes
Yung aso po ng tapat-bahay namin ay laging hinahayaang gumala sa labas. Lagi pong dumudumi sa tapat ng gate namin at tinakot pa kamakailan ang bunsong anak ko nung palabas ng bahay.,Neighbor Disputes
"Kumuha po ng paninda sa akin si Marites na nagkakahalaga ng pitong libo. Sabi niya babayaran niya pagkasweldo niya nung katapusan, pero lumipas na ang dalawang buwan ay puro rason pa rin.",Money/Debt Disputes
Ayaw pong magbigay ng sustento ng ex-husband ko para sa gatas at diaper ng mga bata. May trabaho naman siya sa talyer pero inuubos lang niya ang pera niya sa pagsusugal at barkada.,Family Matters
Palagi po akong pinariringgan ng bayaw ko tuwing dadaan ako sa tapat ng bahay nila. Tinatakot niya ako na may mangyayari daw sa akin kapag hindi ko binawi ang sumbong ko sa kuya niya.,Petty Criminal Offenses
Nagsasampay po ng basang damit ang kapitbahay namin sa ibabaw mismo ng pader na pag-aari ko. Natutuluan po tuloy at nababasa ang mga gamit ko na nakaimbak sa gilid ng bakuran namin.,Neighbor Disputes
"May utang po sa akin si Kiko na walong libo mula pa nung nakaraang Pasko. Nanghihiram ako ngayon ng kahit kalahati lang dahil may emergency kami, pero blinacklist na niya ako sa Messenger.",Money/Debt Disputes
Inirereklamo ko po ang pinsan ko dahil pinutol niya ang puno ng mangga na nakatanim sa compound namin na walang paalam. Ang katwiran niya ay nadadamay daw ang bubong nila sa mga tuyong dahon.,Property Disputes
Nag-rent po ng apartment sa akin si Sarah pero apat na buwan na siyang hindi nagbabayad ng upa at kuryente. Ayaw din niyang umalis kahit ilang beses ko na siyang binigyan ng notice.,Contract Disputes
Yung tambutso po ng motor ng katabi namin ay sadyang napakaingay lalo na kapag madaling araw na siya umuuwi. Ginigising niya ang buong purok tuwing magrerebba siya ng makina sa tapat namin.,Neighbor Disputes
Nabili po sa akin ng bentilador at rice cooker si Aling Nena. Nangakong magbabayad kada linggo pero tuwing dadaan ako sa tindahan niya ay laging sarado o kaya naman ay wala daw siyang benta.,Money/Debt Disputes
Nagkakagulo po kaming magkakamag-anak dahil sa pondo na iniwan ng lola namin para sa pagpapalibing sa kaniya. Kinurakot po kasi ng tita ko ang natirang pera na dapat ay paghahatian namin.,Family Matters
Pinagbintangan po ako ng kapitbahay ko na ako raw ang kumuha ng nawawalang manok niya. Nagwawala siya sa harap ng bahay namin at pinagmumura ako kahit kakagising ko lang po nung umaga.,Petty Criminal Offenses
Yung gutter po ng bubong ng kabilang bahay ay direktang bumubuhos ang tubig sa loob ng compound namin kapag umuulan. Bumabaha po tuloy sa may kusina namin dahil sa maling design nito.,Neighbor Disputes
Nagpa-advance po ng sweldo ang helper ko para daw sa gamot ng nanay niya pero kinabukasan ay hindi na pumasok at hindi na rin macontact. Gusto ko lang po makuha yung naiwan niyang utang.,Money/Debt Disputes
Inirereklamo ko po ang biyenan ko dahil pinapakialaman niya ang pagpapalaki ko sa aking mga anak at palagi akong sinusumbatan sa harap ng aso ko na wala daw akong silbing magulang.,Family Matters
Sadyang scratching o gasgas po ang ginawa sa gilid ng kotse ko na nakapark sa tapat ng bahay namin. Nakita ko sa dashboard camera na yung kapitbahay kong nakaalitan ko nung isang araw ang gumawa.,Petty Criminal Offenses
Yung ugat po ng malaking puno ng acacia mula sa bakuran ng katabi namin ay sumisira na sa semento ng sahig ng aming sala. Delikado po baka gumuho ang pader namin dahil dito.,Property Disputes
"Kumuha po ako ng catering service para sa binyag ng anak ko at nagbayad na ng buo. Nung araw ng okasyon, kulang ang pagkain at panis pa ang ulam na dinala nila sa amin.",Contract Disputes
Araw-araw pong nagsusunog ng tuyong dahon at plastik ang nakatira sa likod ng bahay namin. Pumasok po ang usok sa kwarto ng sanggol ko na may hika kaya laging isinusugod sa ospital.,Neighbor Disputes
"Nagpahiram po ako ng laptop sa katrabaho ko para sa temporary work from home niya. Anim na buwan na siyang nag-resign pero ayaw pa rin ibalik ang gamit ko, ginagamit na daw ng kapatid niya.",Money/Debt Disputes
Niloloko po ng panganay kong kapatid ang aming matandang ina para pirmahan ang deed of sale ng lupa sa probinsya na hindi naman napagkasunduan ng buong pamilya. Nais namin itong pigilan.,Family Matters
Sinundan po ako ng isang lalaki habang naglalakad pauwi sa aming eskinita at hinawakan ang aking braso habang bumubulong ng mga bastos na salita. Natatakot na po akong lumabas mag-isa.,Petty Criminal Offenses
"Ang aming shared pathway o daanan ng mga tao sa purok ay nilagyan ng tindahan ng isa naming kapitbahay kaya halos hindi na makadaan ang mga residente, lalo na kapag may dalang grocery.",Property Disputes
Nagbayad po ako ng down payment para sa pag-arkila ng jeep para sa outing namin. Kinansela nila ang biyahe dahil nasiraan daw pero ayaw na nilang ibalik ang dineposito kong pera.,Contract Disputes
"Yung aircon ng kapitbahay namin ay sobrang ingay ng compressor at ang tulo ng tubig nito ay diretso sa bubong namin, gumagawa ng nakakarinding ingay buong gabi kaya hindi kami makatulog.",Neighbor Disputes
"Nanghiram po ng pera ang kumare ko para daw pambayad sa kuryente dahil mapuputulan na sila. Dalawang taon na, tuwing sisingilin ko ay siya pa ang galit at nagdadabog sa akin.",Money/Debt Disputes
"Inirereklamo ko po ang asawa ko dahil palagi siyang lasing at nagwawala sa loob ng bahay, binabasag ang mga plato at tinatakot ang mga bata tuwing humihingi ako ng panggastos sa araw-araw.",Family Matters
Pinagbabato po ng kapitbahay namin ang bubong namin gamit ang mga bato at bote nung nakaraang gabi habang sila ay nag-iinuman. Natakot po ang pamilya ko dahil may mga bata kaming natutulog.,Petty Criminal Offenses
"May alitan po kami sa sukat ng lupa dahil nung nagpasurvey ang katabi ko, pinalabas nila na sa kanila ang kalahati ng daanan na matagal na naming ginagamit bilang daan papuntang kalsada.",Property Disputes
"Bumili po ako ng segunda manong motorsiklo sa isang kakilala at nagkapirmahan kami na ibibigay ang orig na OR/CR pagkatapos ng isang buwan. Anim na buwan na, puro palusot pa rin ang sinasabi.",Contract Disputes
Ang mga manok na panabong ng kapitbahay ko ay nakakulong sa tapat mismo ng bintana ng aming kusina. Sobrang baho ng dumi at napakaraming langaw na pumapasok sa aming pagkain.,Neighbor Disputes
Nag-supply po ako ng mga gulay at karne sa karinderya ni Aling Myrna pero hindi niya binayaran ang huling tatlong delivery na nagkakahalaga ng anim na libong piso. Sabi niya wala pa siyang kita.,Money/Debt Disputes
Ayaw pong makipagtulungan ng kapatid ko sa pag-aalaga at mga gastusin para sa aming paralisadong ama. Ako lahat ang sumasagot sa gamot at pagkain habang siya ay nagwawaldas lang ng pera.,Family Matters
Pinasok po ng kapitbahay namin ang aming bakuran nang walang pahintulot para kumuha ng mga panggatong at pinagpuputol ang aking mga tanim na halaman nang hindi man lang nagtatanong.,Petty Criminal Offenses
